date_vente,region,canal_vente,famille_produit,segment_client,quantite,prix_unitaire,remise_pct,montant_ht
2024-12-14,Abidjan,Direct,Peinture,,1,15340,5,14573
2024-05-08,San-Pédro,Direct,Ciment,Artisan,16,6386,2,135179
2024-10-18,Bouaké,Direct,Fer à béton,Entreprise,17,9143,3,150768
2024-06-19,Abidjan,Direct,Électricité,Entreprise,4,10134,2,53629
2024-05-01,Korhogo,Revendeur,Carrelage,Artisan,9,10373,5,119730
2024-09-10,Bouaké,Revendeur,Plomberie,Entreprise,19,8436,2,157078
2024-02-27,Korhogo,Revendeur,Fer à béton,Artisan,5,9729,6,45726
2024-02-28,Korhogo,Direct,Ciment,Particulier,11,7297,1,79464
2024-12-27,Abidjan,Revendeur,Peinture,Entreprise,7,14734,2,101075
2024-06-12,Bouaké,Direct,Peinture,Particulier,30,13750,6,523463
2024-01-20,Daloa,Revendeur,Fer à béton,Artisan,39,9649,5,357495
2024-01-10,Bouaké,Grand compte,Fer à béton,Entreprise,38,9994,4,364581
2024-06-15,Yamoussoukro,Direct,Électricité,Entreprise,7,7783,5,69872
2024-12-02,Abidjan,Direct,Plomberie,Entreprise,14,8173,6,107557
2024-06-17,Bouaké,Revendeur,Peinture,Artisan,35,14471,5,649567
2024-07-01,Daloa,Revendeur,Plomberie,,22,6432,3,137259
2024-10-05,San-Pédro,Direct,Fer à béton,Artisan,20,8295,5,157605
2024-07-28,Yamoussoukro,Grand compte,Peinture,Particulier,5,13837,2,67801
2024-09-30,Yamoussoukro,Revendeur,Plomberie,,2,7470,0,14940
2024-04-10,Korhogo,Direct,Électricité,,24,9572,3,300829
2024-08-10,San-Pédro,Direct,Peinture,,14,14553,5,193555
2024-07-20,Bouaké,Revendeur,Ciment,,33,6831,2,220915
2024-12-15,Bouaké,Direct,Fer à béton,Particulier,17,8460,4,138067
2024-11-25,Yamoussoukro,Direct,Peinture,Particulier,4,15903,4,61068
2024-04-12,San-Pédro,Grand compte,Plomberie,,7,8439,3,77356
2024-08-28,Yamoussoukro,Grand compte,Peinture,Artisan,9,13685,9,112080
2024-05-18,Abidjan,Direct,Fer à béton,Particulier,35,10210,1,477598
2024-12-23,San-Pédro,Revendeur,Plomberie,Artisan,2,6951,5,13207
2024-12-10,Bouaké,Revendeur,Plomberie,Entreprise,14,6914,1,95828
2024-06-29,Daloa,Revendeur,Ciment,Entreprise,37,5568,4,266997
2024-06-23,Abidjan,Direct,Fer à béton,Artisan,28,8571,4,311024
2024-04-09,Bouaké,Revendeur,Électricité,,10,9995,4,129535
2024-03-28,Yamoussoukro,Revendeur,Plomberie,Particulier,5,7762,2,38034
2024-12-11,Bouaké,Grand compte,Ciment,Particulier,32,5938,1,188116
2024-10-21,San-Pédro,Direct,Peinture,Particulier,35,12484,1,432571
2024-04-20,San-Pédro,Revendeur,Ciment,Entreprise,38,6835,3,340116
2024-08-15,Korhogo,Direct,Carrelage,Particulier,27,11779,5,302131
2024-02-23,Daloa,Revendeur,Ciment,Entreprise,17,7404,6,118316
2024-05-14,Daloa,Grand compte,Fer à béton,Artisan,15,8558,10,155970
2024-09-27,Korhogo,Grand compte,Plomberie,Particulier,4,6645,11,23656
2024-01-29,Korhogo,Revendeur,Électricité,,7,7708,1,53416
2024-05-23,San-Pédro,Direct,Peinture,Particulier,9,14486,3,170725
2024-05-01,Korhogo,Direct,Carrelage,,29,10350,4,388994
2024-06-07,Korhogo,Grand compte,Peinture,Artisan,38,13524,10,624403
2024-10-03,Abidjan,Revendeur,Électricité,Entreprise,37,8580,4,304762
2024-07-17,Abidjan,Grand compte,Fer à béton,,11,8072,11,79025
2024-10-05,Daloa,Revendeur,Ciment,,37,5684,6,197690
2024-01-17,Bouaké,Revendeur,Électricité,,39,9139,1,352857
2024-01-05,Bouaké,Direct,Ciment,Artisan,5,5910,6,27777
2024-09-11,Abidjan,Grand compte,Électricité,Artisan,3,7858,3,22867
2024-09-15,Daloa,Direct,Carrelage,,11,10152,2,109439
2024-02-28,Yamoussoukro,Grand compte,Fer à béton,Artisan,34,10288,0,349792
2024-11-04,Yamoussoukro,Direct,Fer à béton,Entreprise,36,9518,1,339222
2024-01-07,Yamoussoukro,Direct,Électricité,Artisan,30,8024,6,226277
2024-08-22,Bouaké,Grand compte,Électricité,,32,10032,1,317814
2024-12-17,Abidjan,Grand compte,Carrelage,,10,11281,6,106041
2024-06-22,Bouaké,Grand compte,Ciment,Particulier,9,6196,5,71517
2024-03-12,Bouaké,Grand compte,Électricité,Entreprise,17,7985,12,119456
2024-09-19,San-Pédro,Direct,Plomberie,Entreprise,1,7451,2,7302
2024-08-11,Korhogo,Grand compte,Ciment,Artisan,11,6674,1,72680
2024-11-29,San-Pédro,Revendeur,Électricité,Artisan,1,9586,4,9203
2024-02-15,Bouaké,Revendeur,Plomberie,Particulier,15,6310,6,88971
2024-04-02,Yamoussoukro,Direct,Carrelage,Particulier,11,12385,1,182078
2024-12-07,Abidjan,Direct,Carrelage,Artisan,22,12566,2,270923
2024-02-13,Korhogo,Direct,Électricité,,18,8159,5,139519
2024-01-06,Abidjan,Direct,Carrelage,Artisan,35,10399,1,360325
2024-06-03,Daloa,Direct,Électricité,Entreprise,11,8479,4,120877
2024-03-30,Korhogo,Revendeur,Électricité,Particulier,18,8276,6,140030
2024-07-30,Daloa,Grand compte,Électricité,Artisan,3,9028,5,25730
2024-06-10,Korhogo,Direct,Électricité,,34,9858,1,447957
2024-02-13,Daloa,Grand compte,Plomberie,Entreprise,3,7207,11,19243
2024-11-08,Daloa,Revendeur,Peinture,Particulier,27,16380,4,424570
2024-11-27,Korhogo,Grand compte,Ciment,,2,7093,11,12626
2024-06-13,Abidjan,Revendeur,Électricité,Particulier,3,9100,2,36118
2024-09-19,Korhogo,Direct,Peinture,Particulier,19,12448,6,222321
2024-11-04,San-Pédro,Grand compte,Fer à béton,Entreprise,2,8943,2,17528
2024-10-12,Korhogo,Revendeur,Électricité,Particulier,7,7776,4,52255
2024-06-25,San-Pédro,Revendeur,Plomberie,Particulier,18,6615,6,151100
2024-05-12,Korhogo,Revendeur,Électricité,Entreprise,39,9690,3,494873
2024-03-07,Yamoussoukro,Revendeur,Carrelage,,21,10201,3,207794
2024-07-23,Bouaké,Direct,Électricité,Artisan,40,8970,2,351624
2024-03-18,Korhogo,Direct,Peinture,Particulier,15,15242,1,226344
2024-01-20,Daloa,Revendeur,Ciment,Particulier,39,7449,1,287606
2024-07-17,Abidjan,Direct,Électricité,Particulier,13,8523,6,104151
2024-02-07,Abidjan,Direct,Carrelage,,6,11802,2,69396
2024-07-07,Korhogo,Direct,Électricité,,14,10119,1,140249
2024-03-16,Yamoussoukro,Direct,Plomberie,,3,6943,1,20621
2024-02-24,Abidjan,Direct,Fer à béton,Entreprise,10,9710,2,95158
2024-10-24,Abidjan,Grand compte,Fer à béton,Particulier,1,7861,9,7154
2024-03-28,Daloa,Revendeur,Ciment,Entreprise,15,6038,2,88759
2024-09-20,San-Pédro,Revendeur,Électricité,Entreprise,32,9772,1,309577
2024-03-12,San-Pédro,Revendeur,Peinture,Entreprise,26,14748,3,371945
2024-05-25,Bouaké,Grand compte,Peinture,Entreprise,25,15907,15,456332
2024-10-11,Yamoussoukro,Revendeur,Fer à béton,Entreprise,38,8513,6,304084
2024-04-11,Yamoussoukro,Revendeur,Plomberie,,16,8259,0,178394
2024-12-02,Bouaké,Direct,Électricité,Particulier,11,9669,0,106359
2024-11-21,Abidjan,Grand compte,Ciment,Particulier,31,6111,10,170497
2024-08-19,Korhogo,Revendeur,Peinture,Entreprise,39,16125,2,616298
2024-03-18,Abidjan,Revendeur,Plomberie,Artisan,3,6494,5,18508
2024-02-05,Daloa,Revendeur,Électricité,Particulier,27,10007,6,253978
2024-07-06,Korhogo,Revendeur,Carrelage,Entreprise,13,12014,4,149935
2024-06-10,Yamoussoukro,Direct,Carrelage,Entreprise,20,12004,5,307903
2024-04-14,San-Pédro,Grand compte,Électricité,,17,7983,7,170385
2024-03-06,Bouaké,Revendeur,Électricité,,3,9213,5,26257
2024-02-07,Bouaké,Revendeur,Fer à béton,,23,9815,5,214458
2024-02-02,Korhogo,Revendeur,Carrelage,Particulier,14,12635,3,171583
2024-03-30,Daloa,Grand compte,Plomberie,Entreprise,31,6649,11,183446
2024-02-13,Korhogo,Revendeur,Carrelage,Artisan,23,13095,1,298173
2024-12-25,Korhogo,Grand compte,Peinture,,30,12893,10,348111
2024-01-09,Abidjan,Direct,Fer à béton,Artisan,24,7902,3,183959
2024-07-23,Korhogo,Revendeur,Peinture,,12,15504,1,184188
2024-10-27,Daloa,Grand compte,Carrelage,Entreprise,31,12088,3,363486
2024-07-01,Yamoussoukro,Revendeur,Électricité,,26,7667,3,193362
2024-01-12,Abidjan,Grand compte,Ciment,,13,6145,2,78287
2024-11-06,Korhogo,Direct,Électricité,Particulier,13,9569,3,120665
2024-12-01,Bouaké,Direct,Fer à béton,Entreprise,3,8670,0,26010
2024-02-19,San-Pédro,Direct,Peinture,Entreprise,23,13056,5,285274
2024-08-29,Korhogo,Revendeur,Électricité,Particulier,31,8523,1,261571
2024-11-26,Yamoussoukro,Revendeur,Plomberie,Artisan,20,7166,0,143320
2024-04-25,Bouaké,Direct,Carrelage,Particulier,28,10031,4,364005
2024-02-14,Yamoussoukro,Direct,Électricité,Entreprise,11,9202,0,101222
2024-01-28,Abidjan,Direct,Peinture,Artisan,15,15406,1,228779
2024-05-14,Bouaké,Direct,Fer à béton,Entreprise,2,8158,1,21806
2024-06-28,Daloa,Revendeur,Peinture,Entreprise,6,13959,1,111937
2024-08-18,San-Pédro,Direct,Peinture,Particulier,5,16324,1,80804
2024-08-18,Daloa,Direct,Plomberie,Entreprise,2,6774,6,12735
2024-01-30,Korhogo,Direct,Fer à béton,Entreprise,4,8462,3,32833
2024-03-17,Yamoussoukro,Grand compte,Carrelage,,34,13069,11,395468
2024-03-30,Korhogo,Revendeur,Ciment,Entreprise,12,6745,1,80131
2024-08-31,San-Pédro,Direct,Peinture,Artisan,12,12368,2,145448
2024-07-01,Abidjan,Revendeur,Ciment,,26,7117,4,177640
2024-01-20,Yamoussoukro,Revendeur,Électricité,Artisan,15,9910,4,142704
2024-12-08,Korhogo,Grand compte,Carrelage,Particulier,7,11030,3,74894
2024-01-10,Bouaké,Grand compte,Carrelage,Particulier,33,11278,2,364731
2024-07-08,Abidjan,Direct,Peinture,,16,12466,1,197461
2024-11-16,Bouaké,Grand compte,Peinture,Artisan,16,14112,13,196439
2024-10-31,Yamoussoukro,Grand compte,Plomberie,Particulier,24,6339,2,149093
2024-12-04,San-Pédro,Grand compte,Ciment,Particulier,25,5808,7,135036
2024-08-23,San-Pédro,Revendeur,Fer à béton,Artisan,37,10460,6,363799
2024-11-04,Abidjan,Grand compte,Ciment,Artisan,12,6676,5,76106
2024-06-04,Korhogo,Revendeur,Électricité,,37,7999,6,375577
2024-11-05,San-Pédro,Grand compte,Fer à béton,Artisan,28,8018,10,202054
2024-08-30,Abidjan,Revendeur,Plomberie,Entreprise,38,8289,1,311832
2024-08-10,San-Pédro,Direct,Plomberie,Entreprise,9,7419,5,63432
2024-09-07,Daloa,Grand compte,Peinture,,30,13364,5,380874
2024-09-11,Bouaké,Direct,Peinture,,4,13520,2,52998
2024-01-21,San-Pédro,Direct,Carrelage,Entreprise,8,10247,2,80336
2024-09-07,Korhogo,Direct,Fer à béton,Particulier,2,8467,3,16426
2024-12-02,Yamoussoukro,Revendeur,Carrelage,,37,11621,3,417078
2024-12-12,Abidjan,Grand compte,Ciment,,9,6935,6,58670
2024-03-05,Yamoussoukro,Revendeur,Peinture,Artisan,7,13209,2,90614
2024-06-26,San-Pédro,Direct,Fer à béton,Particulier,20,8302,1,221912
2024-05-20,Bouaké,Revendeur,Électricité,Artisan,28,7871,2,291573
2024-05-09,Bouaké,Revendeur,Ciment,Entreprise,33,6683,5,282841
2024-09-22,Bouaké,Direct,Fer à béton,Particulier,34,8831,5,285241
2024-04-30,Abidjan,Direct,Fer à béton,Particulier,17,10008,1,227387
2024-05-24,Yamoussoukro,Grand compte,Ciment,Artisan,32,6779,12,257710
2024-11-02,San-Pédro,Direct,Fer à béton,,20,8557,4,164294
2024-02-21,Bouaké,Revendeur,Électricité,Particulier,15,9753,6,137517
2024-05-22,Bouaké,Revendeur,Ciment,Artisan,17,6460,1,146774
2024-06-06,Yamoussoukro,Grand compte,Électricité,Particulier,7,7925,10,67402
2024-04-15,Bouaké,Grand compte,Fer à béton,Entreprise,31,10147,2,416159
2024-04-05,Korhogo,Revendeur,Peinture,Artisan,6,13996,5,107699
2024-03-25,Bouaké,Revendeur,Carrelage,,32,11327,0,362464
2024-01-14,San-Pédro,Revendeur,Fer à béton,Artisan,15,8563,2,125876
2024-09-16,Yamoussoukro,Grand compte,Ciment,Entreprise,12,6335,9,69178
2024-03-26,Yamoussoukro,Revendeur,Ciment,Entreprise,13,7138,6,87226
2024-06-01,San-Pédro,Grand compte,Carrelage,Particulier,13,12917,9,206291
2024-10-03,San-Pédro,Grand compte,Plomberie,Particulier,3,7489,10,20220
2024-11-21,Yamoussoukro,Grand compte,Ciment,,39,7447,2,284624
2024-08-25,Korhogo,Revendeur,Ciment,Particulier,21,6378,2,131259
2024-06-27,Daloa,Direct,Électricité,,6,9207,0,74577
2024-12-15,San-Pédro,Direct,Peinture,Particulier,4,16078,3,62383
2024-03-18,Daloa,Grand compte,Fer à béton,,35,9915,11,308852
2024-08-31,Yamoussoukro,Revendeur,Peinture,Entreprise,16,14142,1,224009
2024-06-11,Bouaké,Direct,Carrelage,Artisan,27,11525,0,420086
2024-06-12,Korhogo,Direct,Carrelage,Artisan,9,12491,2,148730
2024-01-07,Korhogo,Revendeur,Fer à béton,,40,8860,0,354400
2024-08-11,Yamoussoukro,Direct,Plomberie,,1,7322,3,7102
2024-11-24,Korhogo,Revendeur,Ciment,Entreprise,22,7042,5,147178
2024-01-09,San-Pédro,Revendeur,Peinture,,12,15302,2,179952
2024-11-23,Daloa,Direct,Carrelage,Artisan,19,11994,4,218771
2024-11-28,Korhogo,Direct,Carrelage,Artisan,2,10574,3,20514
2024-10-23,Yamoussoukro,Direct,Électricité,,2,10157,3,19705
2024-05-06,Abidjan,Grand compte,Carrelage,Entreprise,4,12951,15,59445
2024-10-12,Yamoussoukro,Revendeur,Carrelage,,9,13287,2,117191
2024-04-10,Abidjan,Grand compte,Peinture,Particulier,39,16308,12,755582
2024-03-30,Bouaké,Grand compte,Fer à béton,,19,10030,9,173419
2024-11-09,Bouaké,Revendeur,Ciment,Artisan,5,6749,5,32058
2024-06-14,Daloa,Revendeur,Peinture,,9,12773,2,152088
2024-05-22,Bouaké,Direct,Carrelage,Artisan,18,10322,6,235775
2024-12-08,Yamoussoukro,Revendeur,Carrelage,,34,13344,3,440085
2024-02-18,Abidjan,Revendeur,Fer à béton,Particulier,23,8953,2,201801
2024-06-26,Korhogo,Revendeur,Fer à béton,Entreprise,9,9315,1,112045
2024-11-28,Bouaké,Direct,Fer à béton,Artisan,28,7868,0,220304
2024-02-04,Yamoussoukro,Grand compte,Peinture,Particulier,14,16197,6,213153
2024-05-13,Bouaké,Grand compte,Carrelage,,18,11052,11,239022
2024-07-09,Abidjan,Grand compte,Peinture,Artisan,40,13055,9,475202
2024-04-04,Korhogo,Revendeur,Ciment,Particulier,6,6235,3,48988
2024-08-11,Abidjan,Direct,Plomberie,,39,7568,1,292200
2024-09-05,Bouaké,Direct,Peinture,Artisan,17,16280,1,273992
2024-07-28,San-Pédro,Direct,Peinture,Entreprise,3,12898,0,38694
2024-01-23,Bouaké,Grand compte,Électricité,,23,9162,5,200190
2024-09-09,Daloa,Grand compte,Électricité,Particulier,10,7574,7,70438
2024-01-02,Daloa,Revendeur,Électricité,Particulier,21,8101,4,163316
2024-12-04,Korhogo,Direct,Carrelage,Artisan,18,12810,2,225968
2024-03-01,Yamoussoukro,Revendeur,Peinture,Particulier,3,15886,0,47658
2024-05-21,Bouaké,Grand compte,Ciment,,33,5926,11,234963
2024-09-12,San-Pédro,Direct,Électricité,,24,9029,5,205861
2024-03-13,Yamoussoukro,Revendeur,Ciment,Entreprise,31,7366,2,223779
2024-04-07,Bouaké,Grand compte,Carrelage,,34,13490,4,594423
2024-04-20,Korhogo,Revendeur,Plomberie,Artisan,36,7333,3,345692
2024-04-30,Yamoussoukro,Direct,Carrelage,Artisan,24,13277,4,412968
2024-03-21,Bouaké,Direct,Plomberie,,9,8085,2,71310
2024-10-29,Bouaké,Revendeur,Fer à béton,Artisan,37,10348,1,379047
2024-11-06,Abidjan,Grand compte,Carrelage,Entreprise,32,12439,5,378146
2024-06-01,Daloa,Revendeur,Peinture,,17,13852,0,317903
2024-10-04,Korhogo,Revendeur,Carrelage,Artisan,18,10471,4,180939
2024-06-06,Korhogo,Revendeur,Ciment,,3,7007,5,26959
2024-06-07,Korhogo,Grand compte,Plomberie,Artisan,10,7265,5,93174
2024-08-28,San-Pédro,Grand compte,Peinture,Entreprise,38,13243,0,503234
2024-12-15,San-Pédro,Revendeur,Plomberie,Entreprise,32,7142,4,219402
2024-05-19,Abidjan,Revendeur,Ciment,,16,5720,2,121081
2024-07-06,San-Pédro,Revendeur,Électricité,Particulier,19,9236,3,170219
2024-12-07,Yamoussoukro,Revendeur,Peinture,Artisan,25,14144,4,339456
2024-06-09,Korhogo,Revendeur,Ciment,Artisan,20,7009,1,187351
2024-04-05,Korhogo,Revendeur,Peinture,Artisan,33,14222,3,614582
2024-07-18,Bouaké,Revendeur,Peinture,,27,15743,0,425061
2024-03-28,Korhogo,Grand compte,Carrelage,Particulier,25,10864,14,233576
2024-07-28,Bouaké,Direct,Électricité,Particulier,21,8733,2,179725
2024-08-29,Yamoussoukro,Revendeur,Carrelage,Entreprise,17,11827,3,195027
2024-09-27,Daloa,Grand compte,Électricité,,21,8625,14,155768
2024-08-19,San-Pédro,Direct,Électricité,Particulier,3,8452,4,24342
2024-03-12,Korhogo,Direct,Plomberie,Particulier,29,6982,6,190329
2024-12-14,San-Pédro,Revendeur,Peinture,Particulier,31,15863,4,472083
2024-10-14,San-Pédro,Grand compte,Carrelage,Artisan,13,12573,11,145470
2024-12-27,Abidjan,Revendeur,Peinture,Artisan,5,15478,5,73521
2024-12-23,San-Pédro,Direct,Électricité,,35,9479,2,325130
2024-01-16,Abidjan,Direct,Électricité,Artisan,23,8764,5,191493
2024-12-15,Bouaké,Revendeur,Fer à béton,,18,8301,1,147924
2024-09-04,Korhogo,Grand compte,Carrelage,Particulier,12,11511,12,121556
2024-08-18,Korhogo,Direct,Peinture,Particulier,8,16380,1,129730
2024-04-10,San-Pédro,Direct,Plomberie,Artisan,22,8323,4,237305
2024-03-28,Abidjan,Grand compte,Plomberie,Artisan,11,6886,10,68171
2024-01-08,Yamoussoukro,Grand compte,Plomberie,Artisan,30,7767,5,221360
2024-04-14,Yamoussoukro,Grand compte,Peinture,Particulier,26,14680,15,437978
2024-01-01,Korhogo,Grand compte,Carrelage,Artisan,16,10216,13,142207
2024-10-11,Bouaké,Direct,Plomberie,Entreprise,23,8040,5,175674
2024-08-23,Korhogo,Revendeur,Ciment,Particulier,5,5901,4,28325
2024-06-24,Korhogo,Revendeur,Peinture,Artisan,39,15969,6,790322
2024-05-01,Daloa,Revendeur,Peinture,Artisan,28,15584,2,577294
2024-10-26,Daloa,Direct,Électricité,Particulier,21,9492,2,195345
2024-06-09,Bouaké,Direct,Électricité,Particulier,26,9142,1,317675
2024-10-03,Abidjan,Grand compte,Plomberie,Entreprise,19,7064,11,119452
2024-04-07,Korhogo,Direct,Plomberie,,12,6663,1,106861
2024-11-21,Korhogo,Grand compte,Fer à béton,Entreprise,3,8824,7,24619
2024-01-19,Abidjan,Revendeur,Peinture,,32,13485,6,405629
2024-01-01,Bouaké,Revendeur,Électricité,Entreprise,35,7762,2,266237
2024-11-14,Daloa,Revendeur,Électricité,,39,8489,3,321139
2024-08-31,Daloa,Revendeur,Fer à béton,Artisan,29,10192,6,277834
2024-04-18,Yamoussoukro,Revendeur,Ciment,Particulier,13,6727,5,112156
2024-03-15,Korhogo,Direct,Ciment,Entreprise,13,5956,2,75879
2024-04-23,Korhogo,Revendeur,Plomberie,,12,8053,3,126545
2024-08-12,Abidjan,Revendeur,Fer à béton,Entreprise,12,9808,1,116519
2024-10-01,San-Pédro,Grand compte,Électricité,Entreprise,2,9873,15,16784
2024-08-14,Korhogo,Revendeur,Plomberie,Artisan,23,8321,3,185642
2024-12-04,Abidjan,Grand compte,Électricité,Particulier,16,8343,3,129483
2024-11-06,Korhogo,Grand compte,Peinture,,32,14065,1,445579
2024-04-23,Bouaké,Revendeur,Peinture,Artisan,28,16323,4,592329
2024-10-18,Korhogo,Revendeur,Électricité,,9,9962,2,87865
2024-07-23,Bouaké,Grand compte,Fer à béton,Particulier,31,9963,11,274879
2024-03-17,Daloa,Direct,Fer à béton,Artisan,23,10362,4,228793
2024-04-21,Yamoussoukro,Revendeur,Fer à béton,Artisan,11,8067,0,119795
2024-12-30,Korhogo,Grand compte,Fer à béton,Entreprise,27,9630,6,244409
2024-06-06,Yamoussoukro,Direct,Peinture,Artisan,21,16105,1,452011
2024-07-06,Daloa,Grand compte,Électricité,,3,8280,13,21611
2024-10-25,Daloa,Grand compte,Ciment,Entreprise,23,5953,2,134181
2024-01-25,Abidjan,Revendeur,Ciment,,32,6698,3,207906
2024-01-13,Korhogo,Grand compte,Ciment,Entreprise,24,5870,7,131018
2024-03-15,San-Pédro,Grand compte,Peinture,Entreprise,14,13159,5,175015
2024-12-23,San-Pédro,Direct,Ciment,,29,6689,3,188162
2024-05-24,Bouaké,Revendeur,Fer à béton,Artisan,31,7944,4,319158
2024-05-13,Abidjan,Direct,Ciment,,1,6076,5,7792
2024-07-23,Yamoussoukro,Direct,Électricité,,39,8173,2,312372
2024-05-28,Korhogo,Direct,Ciment,Particulier,8,7140,1,76341
2024-01-16,Korhogo,Grand compte,Carrelage,,19,13244,1,249120
2024-05-16,Yamoussoukro,Grand compte,Ciment,Entreprise,35,5954,2,275700
2024-12-04,Daloa,Direct,Fer à béton,,23,9377,1,213514
2024-06-17,San-Pédro,Direct,Carrelage,Entreprise,20,13223,5,339170
2024-12-22,Daloa,Grand compte,Carrelage,Artisan,5,12224,8,56230
2024-03-08,Yamoussoukro,Direct,Fer à béton,Artisan,25,7992,5,189810
2024-12-22,San-Pédro,Direct,Carrelage,Artisan,17,12291,0,208947
2024-07-05,Korhogo,Grand compte,Plomberie,Particulier,38,7580,12,253475
2024-02-09,San-Pédro,Grand compte,Plomberie,Entreprise,36,7153,3,249783
2024-06-11,Korhogo,Revendeur,Électricité,Artisan,17,8932,1,202940
2024-03-06,Daloa,Direct,Électricité,Particulier,23,9603,2,216452
2024-02-27,Abidjan,Direct,Peinture,Entreprise,40,13255,4,508992
2024-06-17,San-Pédro,Revendeur,Peinture,Artisan,6,13383,2,106234
2024-10-10,Yamoussoukro,Revendeur,Électricité,Particulier,33,9894,4,313442
2024-01-16,Daloa,Revendeur,Peinture,Artisan,14,14469,4,194463
2024-08-22,Daloa,Revendeur,Électricité,Particulier,18,9601,5,164177
2024-03-18,Daloa,Grand compte,Électricité,Artisan,28,8959,2,245835
2024-11-11,Korhogo,Revendeur,Carrelage,Particulier,19,11108,1,208941
2024-11-01,San-Pédro,Revendeur,Carrelage,,11,13301,3,141922
2024-12-24,Daloa,Direct,Peinture,Artisan,34,13830,2,460816
2024-10-05,Yamoussoukro,Direct,Peinture,Entreprise,40,13150,3,510220
2024-12-24,San-Pédro,Revendeur,Carrelage,Particulier,8,11203,6,84247
2024-11-27,Yamoussoukro,Revendeur,Peinture,Particulier,31,14533,6,423492
2024-04-26,San-Pédro,Revendeur,Peinture,Artisan,12,13527,6,205989
2024-01-09,Daloa,Direct,Plomberie,Entreprise,18,7387,2,130307
2024-07-14,Daloa,Grand compte,Fer à béton,Entreprise,38,10240,13,338534
2024-04-08,Korhogo,Direct,Plomberie,Entreprise,1,6964,5,8931
2024-07-12,Bouaké,Revendeur,Peinture,,10,16294,3,158052
2024-09-30,Bouaké,Revendeur,Fer à béton,Particulier,3,8145,3,23702
2024-02-19,San-Pédro,Direct,Ciment,,35,6688,6,220035
2024-04-28,San-Pédro,Grand compte,Plomberie,Entreprise,21,8062,5,217130
2024-05-13,Bouaké,Grand compte,Ciment,Artisan,31,5775,2,236850
2024-09-20,Bouaké,Revendeur,Électricité,Entreprise,23,8561,2,192965
2024-06-25,Abidjan,Revendeur,Électricité,Particulier,8,9078,5,93140
2024-03-25,Korhogo,Revendeur,Carrelage,Particulier,10,13214,3,128176
2024-08-22,Yamoussoukro,Grand compte,Plomberie,Artisan,31,7975,12,217558
2024-03-06,Abidjan,Revendeur,Peinture,Entreprise,15,12582,2,184955
2024-12-27,San-Pédro,Grand compte,Plomberie,Artisan,37,8155,15,256475
